station,tanggal,actual,predicted
jagakarsa,2024-08-05,71.58305565514497,72.05165281450992
jagakarsa,2024-08-06,80.375,76.53893778138445
jagakarsa,2024-08-07,86.93885468263835,85.04153744025851
jagakarsa,2024-08-08,102.8000941017808,86.25431512670225
jagakarsa,2024-08-09,88.79769736842104,87.934979215199
jagakarsa,2024-08-10,82.35072075857633,83.35916591964272
jagakarsa,2024-08-11,78.66060115566695,84.58402689266264
jagakarsa,2024-08-12,73.65032807713729,76.15852564701034
jagakarsa,2024-08-13,89.61001593940644,74.76361178706325
jagakarsa,2024-08-14,94.50549422137702,85.7087753847224
jagakarsa,2024-08-15,96.3236566739269,87.49524393185006
jagakarsa,2024-08-16,91.67865555091431,87.36324838202226
jagakarsa,2024-08-17,102.02999711940885,83.24436206489129
jagakarsa,2024-08-18,99.4281839685192,87.19852827935316
jagakarsa,2024-08-19,89.03623207323865,86.22154677402003
jagakarsa,2024-08-20,93.73552998007426,85.38396905642678
jagakarsa,2024-08-21,102.10734703481828,81.95386763737964
jagakarsa,2024-08-22,92.71523350286044,85.93759573505527
jagakarsa,2024-08-23,85.45118293418733,82.65610843770334
jagakarsa,2024-08-24,92.30510013459576,74.95815249085258
jagakarsa,2024-08-25,89.09405436760471,85.05712422710886
jagakarsa,2024-08-26,86.70745004873294,84.86854744333644
jagakarsa,2024-08-27,99.45692065812676,83.20570296736675
jagakarsa,2024-08-28,86.40496630547928,85.78787168570827
jagakarsa,2024-08-29,91.02927708560932,84.4487363919917
jagakarsa,2024-08-30,89.48768350999025,86.35035061418755
jagakarsa,2024-08-31,73.99364568104289,80.88536509458342
jagakarsa,2024-09-01,79.35445977633478,77.48866149705773
jagakarsa,2024-09-02,80.57663682842583,82.17174476992786
jagakarsa,2024-09-03,74.88360767369814,82.65316674473023
jagakarsa,2024-09-04,72.604070941242,74.90595695161204
jagakarsa,2024-09-05,69.07851225285437,76.65748997856579
jagakarsa,2024-09-06,67.4430769416182,75.1951859193623
jagakarsa,2024-09-07,73.58674899053189,71.8205021704605
jagakarsa,2024-09-08,69.9318913603453,74.08880184780068
jagakarsa,2024-09-09,61.63427811426715,69.10753322953768
jagakarsa,2024-09-10,56.54642973173674,69.82155765722369
jagakarsa,2024-09-11,19.62422453600104,52.90109816624831
jagakarsa,2024-09-12,74.40803476494266,62.48004845762292
jagakarsa,2024-09-13,72.67063383284601,68.48425916645748
jagakarsa,2024-09-14,73.76124348984233,75.43604259090233
jagakarsa,2024-09-15,74.41421989832673,70.34563798392323
jagakarsa,2024-09-16,82.2707068990005,64.84158141455592
jagakarsa,2024-09-17,79.0202566475569,71.5066088743923
jagakarsa,2024-09-18,69.69567899600735,71.93415021061236
jagakarsa,2024-09-19,83.3462996372849,73.13154182836529
jagakarsa,2024-09-20,80.12987551556631,77.53934909357847
jagakarsa,2024-09-21,84.53225475436277,81.09409062035425
jagakarsa,2024-09-22,105.387111754069,82.16377755551106
jagakarsa,2024-09-23,88.20220995196325,90.63504633633926
jagakarsa,2024-09-24,79.19119040261491,82.65879738139984
jagakarsa,2024-09-25,82.08007650853045,82.0517532544577
jagakarsa,2024-09-26,67.43279680948943,85.1482906611133
jagakarsa,2024-09-27,68.80452415036434,72.79129430239932
jagakarsa,2024-09-28,79.07844060210456,76.95451622850649
jagakarsa,2024-09-29,87.91599094764815,83.0073960179513
jagakarsa,2024-09-30,75.06391347996635,80.30497989890841
jagakarsa,2024-10-01,88.16837861332398,79.29457076420927
jagakarsa,2024-10-02,86.45775898078527,92.8772800423515
jagakarsa,2024-10-03,81.16754311373673,85.06222733079993
jagakarsa,2024-10-04,76.83456906154275,84.65286489885789
jagakarsa,2024-10-05,71.1547938132368,82.17144165056307
jagakarsa,2024-10-06,72.04474161519119,77.17686784066223
jagakarsa,2024-10-07,107.21327035931331,76.70191083311796
jagakarsa,2024-10-08,77.7802372685185,85.54059779993773
jagakarsa,2024-10-09,76.67394621315769,81.68291367624279
jagakarsa,2024-10-10,83.45016687940885,80.41400546864485
jagakarsa,2024-10-11,89.67198693598357,83.84695230200488
jagakarsa,2024-10-12,76.10254289810247,88.43326031506976
jagakarsa,2024-10-13,87.49201611460255,78.02057492820519
jagakarsa,2024-10-14,101.49287920191402,84.26246047381333
jagakarsa,2024-10-15,81.82662199484228,87.45754072128804
jagakarsa,2024-10-16,79.47636296293534,82.62000386132097
jagakarsa,2024-10-17,77.15904892544201,77.76954355909056
jagakarsa,2024-10-18,66.53185511143816,77.78401781404841
jagakarsa,2024-10-19,78.50217120242603,75.09740062273994
jagakarsa,2024-10-20,78.34587333884271,74.95583145849186
jagakarsa,2024-10-21,61.33400033918367,75.12961910107573
jagakarsa,2024-10-22,79.72451416251633,75.37517724656817
jagakarsa,2024-10-23,73.17287283018389,78.60769734443424
jagakarsa,2024-10-24,72.64660321512767,72.89899620064548
jagakarsa,2024-10-25,74.473227617418,69.12137938663861
jagakarsa,2024-10-26,69.75500061095309,73.51202319802698
jagakarsa,2024-10-27,71.42731533582942,73.3663789498241
jagakarsa,2024-10-28,78.43922570780073,74.6512041425148
jagakarsa,2024-10-29,77.25169943818292,80.07592695454744
jagakarsa,2024-10-30,83.07927976223935,79.09323352347016
jagakarsa,2024-10-31,82.55063867578802,81.50154070525161
jagakarsa,2024-11-01,81.2694265120709,81.07087544743398
jagakarsa,2024-11-02,82.21523281583589,76.17212325401505
jagakarsa,2024-11-03,69.40947013247307,72.83870056452274
jagakarsa,2024-11-04,61.39922972112822,73.49524276778587
jagakarsa,2024-11-05,70.04059483198738,75.16467092916722
jagakarsa,2024-11-06,59.08534791840713,74.37059095298815
jagakarsa,2024-11-07,68.9089081159555,75.16424806728833
jagakarsa,2024-11-08,83.33815296342709,75.54995665417434
jagakarsa,2024-11-09,83.95587115823338,81.3350585985455
jagakarsa,2024-11-10,81.72445298607055,78.06342889986213
jagakarsa,2024-11-11,75.6797070034746,74.72527669033059
jagakarsa,2024-11-12,61.548035480373045,73.01656649186401
jagakarsa,2024-11-13,71.27375827686501,70.04462601081545
jagakarsa,2024-11-14,98.09541794300566,80.08058166034233
jagakarsa,2024-11-15,100.54884372152526,88.88814000732481
jagakarsa,2024-11-16,86.71462621165699,85.93220996358247
jagakarsa,2024-11-17,92.26860636520286,93.73189058500006
jagakarsa,2024-11-18,70.74492219213762,88.59262011421804
jagakarsa,2024-11-19,59.083333333333336,74.96119613657078
jagakarsa,2024-11-20,56.0,70.639708421751
jagakarsa,2024-11-21,70.40168493052995,68.58425866685916
jagakarsa,2024-11-22,58.89822145202604,72.42064776900601
jagakarsa,2024-11-23,60.71638105306576,55.67779752203425
jagakarsa,2024-11-24,55.739323714378536,63.75736338573713
jagakarsa,2024-11-25,52.31721384554576,50.62666805051654
jagakarsa,2024-11-26,60.713641743247,61.79897548835197
jagakarsa,2024-11-27,65.05478744860517,63.991919808859784
jagakarsa,2024-11-28,14.296016268349447,62.70661825868203
jagakarsa,2024-11-29,42.90405261272119,46.084872754538104
jagakarsa,2024-11-30,63.23157482078853,58.449651902573024
jagakarsa,2024-12-01,60.497549843189965,52.9455320003454
jagakarsa,2024-12-02,47.07384640732949,48.67994148350451
jagakarsa,2024-12-03,30.4152187637242,44.423154471265164
jagakarsa,2024-12-04,29.45158460444038,40.45176544876705
jagakarsa,2024-12-05,30.3026143521359,41.49340364813303
jagakarsa,2024-12-06,40.92721978627177,45.69770774876254
jagakarsa,2024-12-07,72.45980779757205,63.93583411069598
jagakarsa,2024-12-08,78.32503996623537,65.03201203207404
jagakarsa,2024-12-09,58.36785218535453,67.74803370728361
jagakarsa,2024-12-10,56.82617333401847,50.77497981592513
jagakarsa,2024-12-11,15.210541808009047,54.09864177333007
jagakarsa,2024-12-12,41.00664088878499,46.345334931495366
jagakarsa,2024-12-13,45.47879330943847,52.72201606167947
jagakarsa,2024-12-14,43.10838560334528,47.04293069556771
jagakarsa,2024-12-15,35.787074372759854,48.549765516574354
jagakarsa,2024-12-16,43.68310233872609,58.104679954402066
jagakarsa,2024-12-17,40.943619065416975,54.71663021816137
jagakarsa,2024-12-18,56.85467958838255,42.98058563228692
jagakarsa,2024-12-19,33.85290289749987,49.5777674156148
jagakarsa,2024-12-20,36.91248063064442,44.31295869042638
jagakarsa,2024-12-21,46.82403878589455,51.74351270052424
jagakarsa,2024-12-22,53.29772282969287,59.48717608241703
jagakarsa,2024-12-23,50.77830173478426,59.06609344275211
jagakarsa,2024-12-24,62.209120247736166,52.396341113796986
jagakarsa,2024-12-25,46.52348367630179,56.09938731803075
jagakarsa,2024-12-26,57.37130883989264,44.60451096036247
jagakarsa,2024-12-27,67.63462818904925,53.65332699991663
jagakarsa,2024-12-28,66.13034234552445,65.5053063664661
jagakarsa,2024-12-29,61.135680083942844,63.57406173224323
jagakarsa,2024-12-30,55.14171787129809,49.45292365382854
jagakarsa,2024-12-31,42.30889999182169,49.225897752369065
jagakarsa,2025-01-01,68.84644277990095,62.54904253858957
kebun jeruk,2024-07-22,67.55691373162325,73.07847422795886
kebun jeruk,2024-07-23,84.36978014890165,77.23066721921742
kebun jeruk,2024-07-24,92.61286897800056,90.67396554217913
kebun jeruk,2024-07-25,84.48956779820072,84.72672558044638
kebun jeruk,2024-07-26,84.22749028034703,86.8192597672844
kebun jeruk,2024-07-27,91.33101271697764,84.65137242869255
kebun jeruk,2024-07-28,97.91636733480176,93.7032456942584
kebun jeruk,2024-07-29,93.73923524087998,89.21501771618001
kebun jeruk,2024-07-30,94.73397727175572,96.91209390439518
kebun jeruk,2024-07-31,105.26392732409728,98.18341690755281
kebun jeruk,2024-08-01,101.58477478304184,101.83891669607952
kebun jeruk,2024-08-02,95.11625615490748,84.73106372068405
kebun jeruk,2024-08-03,70.06436084424023,82.51943229010831
kebun jeruk,2024-08-04,78.41495365671385,78.2453245204117
kebun jeruk,2024-08-05,50.944394476736,78.6444671295042
kebun jeruk,2024-08-06,78.58333333333333,56.411101076675536
kebun jeruk,2024-08-07,88.81832828238157,81.92328806254966
kebun jeruk,2024-08-08,103.7240511616674,92.13404644683847
kebun jeruk,2024-08-09,100.9184941520468,89.06223776315483
kebun jeruk,2024-08-10,86.29999676335086,85.84743488106001
kebun jeruk,2024-08-11,85.7610823934837,90.2990301987027
kebun jeruk,2024-08-12,84.0785209551657,83.74951188606863
kebun jeruk,2024-08-13,96.5376293667282,80.12590414914779
kebun jeruk,2024-08-14,106.27150555535376,98.6327749030471
kebun jeruk,2024-08-15,100.46344836169006,100.9261630230111
kebun jeruk,2024-08-16,101.92546470342523,90.05380938689817
kebun jeruk,2024-08-17,103.34121658690806,90.54334849776906
kebun jeruk,2024-08-18,102.61008693194628,88.68117381535771
kebun jeruk,2024-08-19,94.58967079156224,97.74492746768871
kebun jeruk,2024-08-20,99.432045643779,103.39954294698786
kebun jeruk,2024-08-21,113.07176859134312,100.94747323244137
kebun jeruk,2024-08-22,92.68900767543862,88.83886218774478
kebun jeruk,2024-08-23,79.9238054627309,89.0616942562324
kebun jeruk,2024-08-24,96.07470934280146,101.71346125772548
kebun jeruk,2024-08-25,99.17732533437346,88.09184259924376
kebun jeruk,2024-08-26,96.22844437482594,96.34289065967658
kebun jeruk,2024-08-27,113.444063283208,92.27946412027804
kebun jeruk,2024-08-28,91.19602671112304,89.51784488295367
kebun jeruk,2024-08-29,102.92759643499777,95.87242871591218
kebun jeruk,2024-08-30,117.72009396320658,101.63938002660211
kebun jeruk,2024-08-31,79.63790607160263,84.31137224915396
kebun jeruk,2024-09-01,88.65085267516618,87.09050083366556
kebun jeruk,2024-09-02,84.17113266647259,91.3604172250965
kebun jeruk,2024-09-03,90.01477797503019,89.43675539003759
kebun jeruk,2024-09-04,84.01551912187877,78.98002717504913
kebun jeruk,2024-09-05,79.98409217488165,85.08639271606062
kebun jeruk,2024-09-06,80.91470145872988,75.141552918274
kebun jeruk,2024-09-07,78.35354590179152,75.60049620876524
kebun jeruk,2024-09-08,78.24056560672514,73.12965990145915
kebun jeruk,2024-09-09,67.18589007240323,67.53817950589308
kebun jeruk,2024-09-10,75.1626053808463,71.9613632947703
kebun jeruk,2024-09-11,68.08625042061172,73.44871622797
kebun jeruk,2024-09-12,88.36898083927882,74.64055016592208
kebun jeruk,2024-09-13,86.15359289427272,86.90380015593513
kebun jeruk,2024-09-14,86.18998808384468,83.64747573765362
kebun jeruk,2024-09-15,84.19342920631894,83.10045564197063
kebun jeruk,2024-09-16,90.1896115536858,78.0423313298124
kebun jeruk,2024-09-17,86.89115112723941,76.20720003227386
kebun jeruk,2024-09-18,79.41865287033873,77.34222845803704
kebun jeruk,2024-09-19,83.42783679383763,73.87288759441473
kebun jeruk,2024-09-20,82.07452381882598,77.68473212393732
kebun jeruk,2024-09-21,93.10915099144208,89.17277244453436
kebun jeruk,2024-09-22,103.17024155862885,92.27554549173898
kebun jeruk,2024-09-23,94.18395332466972,96.74935379279464
kebun jeruk,2024-09-24,87.46526318860877,92.48456661130382
kebun jeruk,2024-09-25,99.52051353860564,91.37694516826565
kebun jeruk,2024-09-26,82.24070585200772,90.5731892887096
kebun jeruk,2024-09-27,81.16678142839739,82.78627426564594
kebun jeruk,2024-09-28,93.88849842139616,87.13182031865799
kebun jeruk,2024-09-29,86.69971071088088,89.65887287646588
kebun jeruk,2024-09-30,77.7276262593028,80.94411406784162
kebun jeruk,2024-10-01,96.06989738766282,81.61571738301011
kebun jeruk,2024-10-02,92.37317879962252,91.34242273598802
kebun jeruk,2024-10-03,92.78828146755778,94.03559647579408
kebun jeruk,2024-10-04,92.15633992388378,90.05043285421074
kebun jeruk,2024-10-05,81.33379165506359,85.64132272912897
kebun jeruk,2024-10-06,77.89472678829861,87.0004035975222
kebun jeruk,2024-10-07,111.29682520344068,73.98946543790791
kebun jeruk,2024-10-08,84.86252271376388,79.91612667686047
kebun jeruk,2024-10-09,79.78470409240695,83.96284268973955
kebun jeruk,2024-10-10,81.9469353929308,89.48797478630816
kebun jeruk,2024-10-11,88.13094882368614,82.57206529064565
kebun jeruk,2024-10-12,79.05321046545066,84.22565794494999
kebun jeruk,2024-10-13,90.05225474057573,81.74489090501909
kebun jeruk,2024-10-14,96.739585778501,92.35955133444698
kebun jeruk,2024-10-15,80.09722025836489,86.24530129163762
kebun jeruk,2024-10-16,74.56488974901029,81.05180664161576
kebun jeruk,2024-10-17,75.52736959567359,72.34683738146629
kebun jeruk,2024-10-18,63.232310215950285,72.26729993835337
kebun jeruk,2024-10-19,59.675621619386185,73.74896936805571
kebun jeruk,2024-10-20,76.88487892826568,60.93954255252178
kebun jeruk,2024-10-21,63.12278331004836,73.92644863123297
kebun jeruk,2024-10-22,85.72600999333257,65.97594494784157
kebun jeruk,2024-10-23,85.58764581261418,81.1403778979137
kebun jeruk,2024-10-24,72.49470361751467,84.66600943989341
kebun jeruk,2024-10-25,75.57524183454602,73.67849361655095
kebun jeruk,2024-10-26,74.04067330268076,71.00029211241214
kebun jeruk,2024-10-27,71.3040761719308,72.96763238763833
kebun jeruk,2024-10-28,77.18504378732219,73.79527816862796
kebun jeruk,2024-10-29,77.01399660422918,79.08699342669293
kebun jeruk,2024-10-30,82.41915021963854,75.77956817668752
kebun jeruk,2024-10-31,82.84413378711402,84.23942894633923
kebun jeruk,2024-11-01,93.17574242092245,83.79512584623117
kebun jeruk,2024-11-02,94.43275724032304,88.06584086641024
kebun jeruk,2024-11-03,79.12539749225873,85.0779075104322
kebun jeruk,2024-11-04,71.7254188712522,82.82538784749809
kebun jeruk,2024-11-05,78.0544024993038,74.0227773238504
kebun jeruk,2024-11-06,77.2462565557412,74.46379658761788
kebun jeruk,2024-11-07,91.96518407724156,82.0600029044086
kebun jeruk,2024-11-08,107.00481963009376,87.95389068228596
kebun jeruk,2024-11-09,47.42584351767466,97.7696017006497
kebun jeruk,2024-11-10,81.63500306563529,52.57553921130167
kebun jeruk,2024-11-11,74.50268816081477,89.81975962696465
kebun jeruk,2024-11-12,62.17445025088594,71.22208290329486
kebun jeruk,2024-11-13,98.61963937621832,73.95566870821109
kebun jeruk,2024-11-14,116.526193957115,103.49859512594874
kebun jeruk,2024-11-15,127.10416666666664,101.70380809393505
kebun jeruk,2024-11-16,127.745755130931,89.35244811884195
kebun jeruk,2024-11-17,147.6182069253246,93.27341811322496
kebun jeruk,2024-11-18,94.6283586874162,86.14542072560826
kebun jeruk,2024-11-19,71.54102565372588,88.60619699752286
kebun jeruk,2024-11-20,57.98831679073615,71.30946812104773
kebun jeruk,2024-11-21,69.26512453675336,69.73696690963735
kebun jeruk,2024-11-22,51.663364107297504,66.10983282683985
kebun jeruk,2024-11-23,6.376847926879758,47.13608206767563
kebun jeruk,2024-11-24,6.6873274041585455,31.60900945638664
kebun jeruk,2024-11-25,8.451206799873113,21.406620342128075
kebun jeruk,2024-11-26,52.80415593381602,16.89294488766161
kebun jeruk,2024-11-27,59.316381696219146,47.36731874405013
kebun jeruk,2024-11-28,44.01385407964355,52.24658224316935
kebun jeruk,2024-11-29,45.46041733117428,38.292897575397035
kebun jeruk,2024-11-30,27.31444145758661,35.69421218837966
kebun jeruk,2024-12-01,29.73613044568185,28.721460483881536
kebun jeruk,2024-12-02,25.687696012544805,29.623230689991882
